indicator_code,indicator_name,country_code,country_name,year,value,source,collection_time,collection_date,collector_class
NY.GDP.PCAP.CD,GDP per capita (current US$),BJ,Benin,1967,106.58624185995,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
NY.GDP.PCAP.CD,GDP per capita (current US$),BJ,Benin,1966,107.637211853532,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
NY.GDP.PCAP.CD,GDP per capita (current US$),BJ,Benin,1965,105.117986938927,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
NY.GDP.PCAP.CD,GDP per capita (current US$),BJ,Benin,1964,99.7850246017255,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
NY.GDP.PCAP.CD,GDP per capita (current US$),BJ,Benin,1963,95.7167369761973,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
NY.GDP.PCAP.CD,GDP per capita (current US$),BJ,Benin,1962,90.7738610077473,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
NY.GDP.PCAP.CD,GDP per capita (current US$),BJ,Benin,1961,92.085848129765,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
NY.GDP.PCAP.CD,GDP per capita (current US$),BJ,Benin,1960,89.8569246539715,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,2024,,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,2023,,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,2022,,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,2021,,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,2020,,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,2019,,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,2018,97.21103,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,2017,97.03352,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,2016,,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,2015,,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,2014,96.36058,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,2013,,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,2012,95.50633,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,2011,94.8091,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,2010,94.92278,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,2009,94.2321,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,2008,90.1357,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,2007,,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,2006,84.66898,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,2005,81.92453,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,2004,86.69745,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,2003,83.4165,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,2002,,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,2001,,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,2000,,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,1999,,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,1998,,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,1997,62.47886,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,1996,59.11845,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,1995,56.8919,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,1994,54.48041,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,1993,53.21355,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,1992,49.21298,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,1991,,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,1990,39.50607,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,1989,48.92716,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,1988,48.44376,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,1987,,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,1986,48.90028,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,1985,50.83997,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,1984,50.10471,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,1983,,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,1982,,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,1981,,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,1980,,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,1979,,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,1978,,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,1977,,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,1976,,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,1975,,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,1974,,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,1973,,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,1972,,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,1971,,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,1970,,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,1969,,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,1968,,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,1967,,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,1966,,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,1965,,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,1964,,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,1963,,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,1962,,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,1961,,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SE.PRM.NENR,"School enrollment, primary (% net)",BJ,Benin,1960,,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,2024,,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,2023,77.9,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,2022,80.4,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,2021,83.1,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,2020,85.5,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,2019,88.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,2018,90.5,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,2017,92.7,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,2016,95.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,2015,97.1,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,2014,99.3,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,2013,101.6,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,2012,103.9,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,2011,106.2,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,2010,108.4,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,2009,110.6,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,2008,113.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,2007,115.4,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,2006,117.9,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,2005,120.6,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,2004,123.5,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,2003,126.5,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,2002,129.6,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,2001,132.8,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,2000,136.1,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,1999,139.3,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,1998,142.6,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,1997,145.8,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,1996,149.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,1995,152.4,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,1994,156.1,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,1993,159.9,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,1992,163.9,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,1991,168.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,1990,172.2,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,1989,176.3,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,1988,180.3,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,1987,184.2,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,1986,188.1,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,1985,192.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,1984,195.8,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,1983,199.7,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,1982,203.6,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,1981,207.5,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,1980,211.7,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,1979,216.1,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,1978,220.9,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,1977,225.9,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,1976,231.2,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,1975,236.5,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,1974,241.8,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,1973,247.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,1972,251.8,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,1971,256.7,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,1970,261.1,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,1969,265.7,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,1968,270.3,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,1967,275.1,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,1966,280.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,1965,285.4,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,1964,290.7,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,1963,296.3,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,1962,301.9,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,1961,307.1,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",BJ,Benin,1960,312.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
AG.LND.TOTL.K2,Land area (sq. km),BJ,Benin,2024,,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
AG.LND.TOTL.K2,Land area (sq. km),BJ,Benin,2023,,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
AG.LND.TOTL.K2,Land area (sq. km),BJ,Benin,2022,112760.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
AG.LND.TOTL.K2,Land area (sq. km),BJ,Benin,2021,112760.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
AG.LND.TOTL.K2,Land area (sq. km),BJ,Benin,2020,112760.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
AG.LND.TOTL.K2,Land area (sq. km),BJ,Benin,2019,112760.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
AG.LND.TOTL.K2,Land area (sq. km),BJ,Benin,2018,112760.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
AG.LND.TOTL.K2,Land area (sq. km),BJ,Benin,2017,112760.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
AG.LND.TOTL.K2,Land area (sq. km),BJ,Benin,2016,112760.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
AG.LND.TOTL.K2,Land area (sq. km),BJ,Benin,2015,112760.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
AG.LND.TOTL.K2,Land area (sq. km),BJ,Benin,2014,112760.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
AG.LND.TOTL.K2,Land area (sq. km),BJ,Benin,2013,112760.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
AG.LND.TOTL.K2,Land area (sq. km),BJ,Benin,2012,112760.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
AG.LND.TOTL.K2,Land area (sq. km),BJ,Benin,2011,112760.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
AG.LND.TOTL.K2,Land area (sq. km),BJ,Benin,2010,112760.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
AG.LND.TOTL.K2,Land area (sq. km),BJ,Benin,2009,112760.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
AG.LND.TOTL.K2,Land area (sq. km),BJ,Benin,2008,112760.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
AG.LND.TOTL.K2,Land area (sq. km),BJ,Benin,2007,112760.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
AG.LND.TOTL.K2,Land area (sq. km),BJ,Benin,2006,112760.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
AG.LND.TOTL.K2,Land area (sq. km),BJ,Benin,2005,112760.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
AG.LND.TOTL.K2,Land area (sq. km),BJ,Benin,2004,112760.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
AG.LND.TOTL.K2,Land area (sq. km),BJ,Benin,2003,112760.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
AG.LND.TOTL.K2,Land area (sq. km),BJ,Benin,2002,112760.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
AG.LND.TOTL.K2,Land area (sq. km),BJ,Benin,2001,112760.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
AG.LND.TOTL.K2,Land area (sq. km),BJ,Benin,2000,112760.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
AG.LND.TOTL.K2,Land area (sq. km),BJ,Benin,1999,112760.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
AG.LND.TOTL.K2,Land area (sq. km),BJ,Benin,1998,112760.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
AG.LND.TOTL.K2,Land area (sq. km),BJ,Benin,1997,112760.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
AG.LND.TOTL.K2,Land area (sq. km),BJ,Benin,1996,112760.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
AG.LND.TOTL.K2,Land area (sq. km),BJ,Benin,1995,112760.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
AG.LND.TOTL.K2,Land area (sq. km),BJ,Benin,1994,112760.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
AG.LND.TOTL.K2,Land area (sq. km),BJ,Benin,1993,112760.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
AG.LND.TOTL.K2,Land area (sq. km),BJ,Benin,1992,112760.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
AG.LND.TOTL.K2,Land area (sq. km),BJ,Benin,1991,112760.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
AG.LND.TOTL.K2,Land area (sq. km),BJ,Benin,1990,112760.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
AG.LND.TOTL.K2,Land area (sq. km),BJ,Benin,1989,112760.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
AG.LND.TOTL.K2,Land area (sq. km),BJ,Benin,1988,112760.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
AG.LND.TOTL.K2,Land area (sq. km),BJ,Benin,1987,112760.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
AG.LND.TOTL.K2,Land area (sq. km),BJ,Benin,1986,112760.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
AG.LND.TOTL.K2,Land area (sq. km),BJ,Benin,1985,112760.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
AG.LND.TOTL.K2,Land area (sq. km),BJ,Benin,1984,112760.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
AG.LND.TOTL.K2,Land area (sq. km),BJ,Benin,1983,112760.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
AG.LND.TOTL.K2,Land area (sq. km),BJ,Benin,1982,112760.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
AG.LND.TOTL.K2,Land area (sq. km),BJ,Benin,1981,112760.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
AG.LND.TOTL.K2,Land area (sq. km),BJ,Benin,1980,112760.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
AG.LND.TOTL.K2,Land area (sq. km),BJ,Benin,1979,112760.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
AG.LND.TOTL.K2,Land area (sq. km),BJ,Benin,1978,112760.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
AG.LND.TOTL.K2,Land area (sq. km),BJ,Benin,1977,112760.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
AG.LND.TOTL.K2,Land area (sq. km),BJ,Benin,1976,112760.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
AG.LND.TOTL.K2,Land area (sq. km),BJ,Benin,1975,112760.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
AG.LND.TOTL.K2,Land area (sq. km),BJ,Benin,1974,112760.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
AG.LND.TOTL.K2,Land area (sq. km),BJ,Benin,1973,112760.0,World Bank API,19:33:01.079902,2025-09-30,WorldBankCollector
